phase,policy,control,query_position,target_index,condition_source_index,greedy_token_decoded,greedy_rdkit_valid,greedy_policy_accepted,raw_non_greedy_draws,raw_token_decoded,raw_rdkit_valid,raw_policy_accepted,unique_policy_accepted_non_greedy,retained_unique_candidate_count
development,sample128_t085_p095,nearest_wrong_embedding,1350,799916,691621,1.0,1.0,1.0,128,128,126,126,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1351,609879,183702,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1352,166639,657190,1.0,1.0,1.0,128,128,128,128,7,8
development,sample128_t085_p095,nearest_wrong_embedding,1353,63553,719237,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1354,615915,45161,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1355,747717,443853,1.0,1.0,1.0,128,128,115,115,45,46
development,sample128_t085_p095,nearest_wrong_embedding,1356,118260,805867,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1357,400824,399665,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1358,208173,781604,1.0,0.0,0.0,128,128,28,28,2,2
development,sample128_t085_p095,nearest_wrong_embedding,1359,547974,635598,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1360,980836,772799,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1361,41726,645756,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1362,650626,165639,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1363,596313,869599,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1364,586382,618229,1.0,1.0,1.0,128,128,125,125,22,23
development,sample128_t085_p095,nearest_wrong_embedding,1365,314211,552381,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,nearest_wrong_embedding,1366,512886,730782,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1367,887196,973340,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1368,251900,262228,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1369,728162,729084,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1370,521708,765290,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1371,88202,746918,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,nearest_wrong_embedding,1372,724423,70953,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1373,476067,694006,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1374,376822,641381,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1375,439090,438066,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1376,141056,948431,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1377,583933,326310,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1378,791408,372813,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1379,747083,461138,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1380,2137,960567,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1381,497673,39692,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1382,144383,176425,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1383,666794,666246,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1384,792968,316575,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1385,937894,372469,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1386,332859,286953,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1387,958293,234027,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1388,274907,9470,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1389,586603,754403,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1390,932273,49707,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1391,269157,145737,1.0,1.0,1.0,128,128,128,128,5,6
development,sample128_t085_p095,nearest_wrong_embedding,1392,35900,542867,1.0,1.0,1.0,128,128,116,116,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1393,949661,259195,1.0,0.0,0.0,128,128,52,52,52,49
development,sample128_t085_p095,nearest_wrong_embedding,1394,800395,602052,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1395,394672,201370,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1396,549692,861505,1.0,0.0,0.0,128,128,25,25,24,24
development,sample128_t085_p095,nearest_wrong_embedding,1397,443037,703645,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1398,985315,574387,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1399,444849,537254,1.0,1.0,1.0,128,128,123,123,8,9
development,sample128_t085_p095,nearest_wrong_embedding,1400,226911,538274,1.0,0.0,0.0,128,128,83,83,28,28
development,sample128_t085_p095,nearest_wrong_embedding,1401,523389,287169,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1402,338165,41640,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1403,253211,717891,1.0,1.0,1.0,128,128,128,128,5,6
development,sample128_t085_p095,nearest_wrong_embedding,1404,717833,57694,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1405,801934,189223,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1406,547273,231808,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1407,693552,618855,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1408,727211,407842,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1409,594178,845807,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1410,104781,941647,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1411,724343,723924,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1412,900435,945945,1.0,1.0,1.0,128,128,114,114,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1413,313911,838106,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1414,390522,251491,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1415,620873,277659,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1416,940065,299176,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1417,181377,777798,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1418,262933,995305,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1419,818797,74743,1.0,1.0,1.0,128,128,76,76,55,50
development,sample128_t085_p095,nearest_wrong_embedding,1420,162905,40965,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1421,623454,208305,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1422,66271,641010,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1423,880281,808131,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1424,813146,850501,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1425,660407,182920,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1426,917485,445767,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1427,997747,499885,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1428,944457,580106,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1429,764778,565111,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1430,693315,958450,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1431,273211,601654,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1432,774638,288810,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1433,278091,605085,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1434,574464,982364,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1435,925267,574930,1.0,1.0,1.0,128,128,122,122,14,15
development,sample128_t085_p095,nearest_wrong_embedding,1436,901521,364468,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1437,912173,899600,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1438,567054,300856,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1439,828030,193885,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1440,929008,462721,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1441,402108,372994,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1442,40972,308346,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1443,321961,961151,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1444,114604,312488,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1445,579633,586736,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1446,353785,449884,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1447,635736,552188,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1448,907409,925380,1.0,1.0,1.0,128,128,74,74,21,22
development,sample128_t085_p095,nearest_wrong_embedding,1449,603034,403258,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1450,640098,231513,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1451,191467,133659,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1452,395352,844971,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1453,428359,744890,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1454,898636,142282,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1455,216466,230306,1.0,1.0,1.0,128,128,125,125,10,11
development,sample128_t085_p095,nearest_wrong_embedding,1456,242760,287143,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1457,925852,38899,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1458,86060,106952,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1459,265920,277388,1.0,1.0,1.0,128,128,97,97,11,12
development,sample128_t085_p095,nearest_wrong_embedding,1460,981913,719863,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1461,145431,146734,1.0,1.0,1.0,128,128,128,128,15,16
development,sample128_t085_p095,nearest_wrong_embedding,1462,218620,749535,1.0,1.0,1.0,128,128,119,119,15,16
development,sample128_t085_p095,nearest_wrong_embedding,1463,94971,216021,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1464,184633,775140,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1465,933603,746509,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1466,780646,329325,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1467,459152,58416,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1468,409019,143446,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1469,98928,316904,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1470,213005,762904,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1471,312343,487823,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1472,87899,21526,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1473,749101,772147,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,nearest_wrong_embedding,1474,555640,533913,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1475,20212,64603,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1476,300817,39705,1.0,1.0,1.0,128,128,128,128,5,6
development,sample128_t085_p095,nearest_wrong_embedding,1477,661334,859010,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1478,135966,989385,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1479,69960,251896,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1480,421190,404178,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1481,896911,526173,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1482,230151,535934,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1483,954265,687037,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1484,877514,52581,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1485,67325,956205,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1486,589874,757304,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1487,655665,400421,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1488,238328,117921,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1489,804633,949955,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1490,714001,723907,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1491,18233,87317,1.0,1.0,1.0,128,128,128,128,34,35
development,sample128_t085_p095,nearest_wrong_embedding,1492,768780,753573,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1493,288371,145249,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1494,731255,105844,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1495,633256,505651,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1496,657856,746052,1.0,1.0,1.0,128,128,122,122,14,15
development,sample128_t085_p095,nearest_wrong_embedding,1497,13479,708771,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1498,95189,213491,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1499,856918,413946,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1500,478914,442645,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1501,502755,552461,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1502,49467,157205,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1503,490795,769572,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1504,696980,24827,1.0,1.0,1.0,128,128,126,126,16,17
development,sample128_t085_p095,nearest_wrong_embedding,1505,770556,317223,1.0,1.0,1.0,128,128,127,127,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1506,412746,507205,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1507,307220,473464,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1508,291598,396206,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1509,540957,165632,1.0,1.0,1.0,128,128,126,126,33,34
development,sample128_t085_p095,nearest_wrong_embedding,1510,352424,248873,1.0,1.0,1.0,128,128,50,50,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1511,364682,623587,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1512,58684,245772,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1513,891682,817265,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1514,829734,402810,1.0,1.0,1.0,128,128,126,126,14,15
development,sample128_t085_p095,nearest_wrong_embedding,1515,608245,36533,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1516,798637,796592,1.0,1.0,1.0,128,128,99,99,18,19
development,sample128_t085_p095,nearest_wrong_embedding,1517,340422,519353,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1518,239180,945651,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1519,746070,808131,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1520,961443,895255,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1521,949495,27227,1.0,1.0,1.0,128,128,126,126,10,11
development,sample128_t085_p095,nearest_wrong_embedding,1522,878128,929490,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1523,968789,970498,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1524,462013,485125,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1525,410973,971971,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1526,912303,247704,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,nearest_wrong_embedding,1527,712855,464771,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1528,569050,827187,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1529,769933,577582,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1530,76903,239529,1.0,1.0,1.0,128,128,124,124,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1531,969486,275052,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1532,216876,849661,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1533,482904,367553,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1534,689882,31542,1.0,0.0,0.0,128,128,38,38,38,38
development,sample128_t085_p095,nearest_wrong_embedding,1535,109699,176269,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1536,970360,555341,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1537,582079,332610,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1538,89738,289924,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1539,333055,526379,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1540,846407,280937,1.0,1.0,1.0,128,128,125,125,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1541,775780,500330,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1542,521536,898446,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1543,962926,479275,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1544,381232,143368,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1545,767729,875439,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1546,347545,244685,1.0,1.0,1.0,128,128,91,91,40,41
development,sample128_t085_p095,nearest_wrong_embedding,1547,102408,759344,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1548,612022,416825,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1549,807351,463979,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1550,447271,132472,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1551,183902,247045,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1552,940151,768780,1.0,1.0,1.0,128,128,112,112,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1553,877293,852152,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1554,706895,72510,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1555,655516,288387,1.0,1.0,1.0,128,128,128,128,39,40
development,sample128_t085_p095,nearest_wrong_embedding,1556,591397,524388,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1557,763637,200405,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1558,144918,475494,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1559,97482,410238,1.0,1.0,1.0,128,128,115,115,25,26
development,sample128_t085_p095,nearest_wrong_embedding,1560,854589,568419,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1561,471802,486732,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1562,373385,525280,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1563,804996,274840,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1564,666613,346350,1.0,1.0,1.0,128,128,128,128,6,7
development,sample128_t085_p095,nearest_wrong_embedding,1565,643028,634906,1.0,1.0,1.0,128,128,97,97,15,16
development,sample128_t085_p095,nearest_wrong_embedding,1566,989139,778114,1.0,1.0,1.0,128,128,123,123,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1567,318061,226339,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1568,241683,322014,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1569,560654,909784,1.0,1.0,1.0,128,128,80,80,70,50
development,sample128_t085_p095,nearest_wrong_embedding,1570,548878,742128,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1571,488698,823131,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1572,25579,734091,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1573,891627,543243,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1574,254048,940550,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1575,196533,147427,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1576,248873,321328,1.0,1.0,1.0,128,128,114,114,45,46
development,sample128_t085_p095,nearest_wrong_embedding,1577,814031,120613,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1578,974695,332767,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1579,486064,190670,1.0,1.0,1.0,128,128,128,128,2,3
development,sample128_t085_p095,nearest_wrong_embedding,1580,110385,848922,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1581,932782,884292,1.0,1.0,1.0,128,128,128,128,4,5
development,sample128_t085_p095,nearest_wrong_embedding,1582,378784,367553,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1583,257066,722761,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1584,421441,74251,1.0,1.0,1.0,128,128,128,128,3,4
development,sample128_t085_p095,nearest_wrong_embedding,1585,801064,803133,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1586,624007,340422,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1587,791631,848234,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1588,726281,262143,1.0,1.0,1.0,128,128,128,128,0,1
development,sample128_t085_p095,nearest_wrong_embedding,1589,163943,511834,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1590,628181,786295,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1591,769730,109629,1.0,1.0,1.0,128,128,128,128,1,2
development,sample128_t085_p095,nearest_wrong_embedding,1592,439927,229117,1.0,1.0,1.0,128,128,124,124,17,18
